state,county,fipscode,fipscode2,office,district,total.votes,party,candidate,votes,state_county,result
FL,Sarasota,12115.0,1211500000.0,US Senate,statewide,210593,Democrat,"Nelson, Bill",96973,FL Sarasota,0.460475894260493
FL,Sarasota,12115.0,1211500000.0,US Senate,statewide,210593,Republican,"Scott, Rick",113585,FL Sarasota,0.5393579083825198
FL,Seminole,12117.0,1211700000.0,US Senate,statewide,198992,Democrat,"Nelson, Bill",101504,FL Seminole,0.5100908579239366
FL,Seminole,12117.0,1211700000.0,US Senate,statewide,198992,Republican,"Scott, Rick",97457,FL Seminole,0.4897533569188711
FL,St. Johns,12109.0,1210900000.0,US Senate,statewide,130681,Democrat,"Nelson, Bill",45638,FL St. Johns,0.3492320995401015
FL,St. Johns,12109.0,1210900000.0,US Senate,statewide,130681,Republican,"Scott, Rick",85031,FL St. Johns,0.6506760737980273
FL,St. Lucie,12111.0,1211100000.0,US Senate,statewide,123624,Democrat,"Nelson, Bill",63978,FL St. Lucie,0.5175208697340322
FL,St. Lucie,12111.0,1211100000.0,US Senate,statewide,123624,Republican,"Scott, Rick",59612,FL St. Lucie,0.4822041027632175
FL,Sumter,12119.0,1211900000.0,US Senate,statewide,74549,Democrat,"Nelson, Bill",21678,FL Sumter,0.2907886088344579
FL,Sumter,12119.0,1211900000.0,US Senate,statewide,74549,Republican,"Scott, Rick",52868,FL Sumter,0.7091711491770514
FL,Suwannee,12121.0,1212100000.0,US Senate,statewide,15888,Democrat,"Nelson, Bill",4044,FL Suwannee,0.2545317220543807
FL,Suwannee,12121.0,1212100000.0,US Senate,statewide,15888,Republican,"Scott, Rick",11842,FL Suwannee,0.7453423967774421
FL,Taylor,12123.0,1212300000.0,US Senate,statewide,7901,Democrat,"Nelson, Bill",2263,FL Taylor,0.28641944057714214
FL,Taylor,12123.0,1212300000.0,US Senate,statewide,7901,Republican,"Scott, Rick",5638,FL Taylor,0.7135805594228579
FL,Union,12125.0,1212500000.0,US Senate,statewide,4847,Democrat,"Nelson, Bill",1197,FL Union,0.2469568805446668
FL,Union,12125.0,1212500000.0,US Senate,statewide,4847,Republican,"Scott, Rick",3650,FL Union,0.7530431194553332
FL,Volusia,12127.0,1212700000.0,US Senate,statewide,228581,Democrat,"Nelson, Bill",102819,FL Volusia,0.449814289026647
FL,Volusia,12127.0,1212700000.0,US Senate,statewide,228581,Republican,"Scott, Rick",125762,FL Volusia,0.550185710973353
FL,Wakulla,12129.0,1212900000.0,US Senate,statewide,14190,Democrat,"Nelson, Bill",4868,FL Wakulla,0.3430584918957012
FL,Wakulla,12129.0,1212900000.0,US Senate,statewide,14190,Republican,"Scott, Rick",9322,FL Wakulla,0.6569415081042989
FL,Walton,12131.0,1213100000.0,US Senate,statewide,30265,Democrat,"Nelson, Bill",7485,FL Walton,0.24731538080290766
FL,Walton,12131.0,1213100000.0,US Senate,statewide,30265,Republican,"Scott, Rick",22776,FL Walton,0.7525524533289278
FL,Washington,12133.0,1213300000.0,US Senate,statewide,9060,Democrat,"Nelson, Bill",1959,FL Washington,0.2162251655629139
FL,Washington,12133.0,1213300000.0,US Senate,statewide,9060,Republican,"Scott, Rick",7101,FL Washington,0.7837748344370861
HI,Hawaii,15001.0,1500100000.0,US Senate,statewide,58379,Republican,"Curtis, Ron",15031,HI Hawaii,0.2574727213552819
HI,Hawaii,15001.0,1500100000.0,US Senate,statewide,58379,Democrat,"Hirono, Mazie K.",43348,HI Hawaii,0.7425272786447181
HI,Honolulu,15003.0,1500300000.0,US Senate,statewide,256208,Republican,"Curtis, Ron",79503,HI Honolulu,0.31030646974333354
HI,Honolulu,15003.0,1500300000.0,US Senate,statewide,256208,Democrat,"Hirono, Mazie K.",176705,HI Honolulu,0.6896935302566665
HI,Kauai,15007.0,1500700000.0,US Senate,statewide,24630,Republican,"Curtis, Ron",6120,HI Kauai,0.24847746650426308
HI,Kauai,15007.0,1500700000.0,US Senate,statewide,24630,Democrat,"Hirono, Mazie K.",18510,HI Kauai,0.7515225334957369
HI,Maui,15009.0,1500900000.0,US Senate,statewide,49134,Republican,"Curtis, Ron",11381,HI Maui,0.23163186388244392
HI,Maui,15009.0,1500900000.0,US Senate,statewide,49134,Democrat,"Hirono, Mazie K.",37753,HI Maui,0.768368136117556
IN,Adams,18001.0,1800100000.0,US Senate,statewide,11146,Democrat,Joe Donnelly,3146,IN Adams,0.2822537233088103
IN,Adams,18001.0,1800100000.0,US Senate,statewide,11146,Republican,Mike Braun,7511,IN Adams,0.6738740355284407
IN,Allen,18003.0,1800300000.0,US Senate,statewide,125917,Democrat,Joe Donnelly,55903,IN Allen,0.4439670576649698
IN,Allen,18003.0,1800300000.0,US Senate,statewide,125917,Republican,Mike Braun,65927,IN Allen,0.5235750534081974
IN,Bartholomew,18005.0,1800500000.0,US Senate,statewide,26520,Democrat,Joe Donnelly,10071,IN Bartholomew,0.37975113122171944
IN,Bartholomew,18005.0,1800500000.0,US Senate,statewide,26520,Republican,Mike Braun,15222,IN Bartholomew,0.5739819004524886
IN,Benton,18007.0,1800700000.0,US Senate,statewide,2964,Democrat,Joe Donnelly,847,IN Benton,0.2857624831309042
IN,Benton,18007.0,1800700000.0,US Senate,statewide,2964,Republican,Mike Braun,1926,IN Benton,0.6497975708502024
IN,Blackford,18009.0,1800900000.0,US Senate,statewide,3878,Democrat,Joe Donnelly,1275,IN Blackford,0.3287777204744714
IN,Blackford,18009.0,1800900000.0,US Senate,statewide,3878,Republican,Mike Braun,2303,IN Blackford,0.5938628158844765
IN,Boone,18011.0,1801100000.0,US Senate,statewide,27540,Democrat,Joe Donnelly,10981,IN Boone,0.39872912127814086
IN,Boone,18011.0,1801100000.0,US Senate,statewide,27540,Republican,Mike Braun,15540,IN Boone,0.5642701525054467
IN,Brown,18013.0,1801300000.0,US Senate,statewide,7189,Democrat,Joe Donnelly,2768,IN Brown,0.3850326888301572
IN,Brown,18013.0,1801300000.0,US Senate,statewide,7189,Republican,Mike Braun,4103,IN Brown,0.5707330644039504
IN,Carroll,18015.0,1801500000.0,US Senate,statewide,6914,Democrat,Joe Donnelly,2071,IN Carroll,0.29953717095747756
IN,Carroll,18015.0,1801500000.0,US Senate,statewide,6914,Republican,Mike Braun,4518,IN Carroll,0.6534567544113393
IN,Cass,18017.0,1801700000.0,US Senate,statewide,11450,Democrat,Joe Donnelly,4061,IN Cass,0.35467248908296944
IN,Cass,18017.0,1801700000.0,US Senate,statewide,11450,Republican,Mike Braun,6617,IN Cass,0.5779039301310044
IN,Clark,18019.0,1801900000.0,US Senate,statewide,43284,Democrat,Joe Donnelly,18551,IN Clark,0.4285879308751502
IN,Clark,18019.0,1801900000.0,US Senate,statewide,43284,Republican,Mike Braun,22766,IN Clark,0.525968025136309
IN,Clay,18021.0,1802100000.0,US Senate,statewide,9277,Democrat,Joe Donnelly,2601,IN Clay,0.28037080952894256
IN,Clay,18021.0,1802100000.0,US Senate,statewide,9277,Republican,Mike Braun,6207,IN Clay,0.6690740541123208
IN,Clinton,18023.0,1802300000.0,US Senate,statewide,9207,Democrat,Joe Donnelly,2755,IN Clinton,0.29922884761594437
IN,Clinton,18023.0,1802300000.0,US Senate,statewide,9207,Republican,Mike Braun,5967,IN Clinton,0.6480938416422287
IN,Crawford,18025.0,1802500000.0,US Senate,statewide,3963,Democrat,Joe Donnelly,1504,IN Crawford,0.37951047186474896
IN,Crawford,18025.0,1802500000.0,US Senate,statewide,3963,Republican,Mike Braun,2252,IN Crawford,0.568256371435781
IN,Daviess,18027.0,1802700000.0,US Senate,statewide,8739,Democrat,Joe Donnelly,1901,IN Daviess,0.21753060990960063
IN,Daviess,18027.0,1802700000.0,US Senate,statewide,8739,Republican,Mike Braun,6555,IN Daviess,0.7500858221764504
IN,Dearborn,18029.0,1802900000.0,US Senate,statewide,18256,Democrat,Joe Donnelly,4481,IN Dearborn,0.2454535495179667
IN,Dearborn,18029.0,1802900000.0,US Senate,statewide,18256,Republican,Mike Braun,13287,IN Dearborn,0.7278155127081507
IN,Decatur,18031.0,1803100000.0,US Senate,statewide,9006,Democrat,Joe Donnelly,2287,IN Decatur,0.2539418165667333
IN,Decatur,18031.0,1803100000.0,US Senate,statewide,9006,Republican,Mike Braun,6246,IN Decatur,0.6935376415722851
IN,DeKalb,18033.0,1803300000.0,US Senate,statewide,13932,Democrat,Joe Donnelly,4204,IN DeKalb,0.3017513637668676
IN,DeKalb,18033.0,1803300000.0,US Senate,statewide,13932,Republican,Mike Braun,9167,IN DeKalb,0.6579816250358886
IN,Delaware,18035.0,1803500000.0,US Senate,statewide,37710,Democrat,Joe Donnelly,18159,IN Delaware,0.4815433571996818
IN,Delaware,18035.0,1803500000.0,US Senate,statewide,37710,Republican,Mike Braun,17447,IN Delaware,0.4626624237602758
IN,Dubois,18037.0,1803700000.0,US Senate,statewide,17126,Democrat,Joe Donnelly,5264,IN Dubois,0.3073689127642181
IN,Dubois,18037.0,1803700000.0,US Senate,statewide,17126,Republican,Mike Braun,11204,IN Dubois,0.6542099731402545
IN,Elkhart,18039.0,1803900000.0,US Senate,statewide,53887,Democrat,Joe Donnelly,21062,IN Elkhart,0.39085493718336517
IN,Elkhart,18039.0,1803900000.0,US Senate,statewide,53887,Republican,Mike Braun,31164,IN Elkhart,0.5783213019837808
IN,Fayette,18041.0,1804100000.0,US Senate,statewide,7464,Democrat,Joe Donnelly,2295,IN Fayette,0.307475884244373
IN,Fayette,18041.0,1804100000.0,US Senate,statewide,7464,Republican,Mike Braun,4704,IN Fayette,0.6302250803858521
IN,Floyd,18043.0,1804300000.0,US Senate,statewide,31826,Democrat,Joe Donnelly,14070,IN Floyd,0.44209137183434927
IN,Floyd,18043.0,1804300000.0,US Senate,statewide,31826,Republican,Mike Braun,16588,IN Floyd,0.5212090743417331
IN,Fountain,18045.0,1804500000.0,US Senate,statewide,5869,Democrat,Joe Donnelly,1496,IN Fountain,0.25489861986709833
IN,Fountain,18045.0,1804500000.0,US Senate,statewide,5869,Republican,Mike Braun,4060,IN Fountain,0.6917703186232749
IN,Franklin,18047.0,1804700000.0,US Senate,statewide,7432,Democrat,Joe Donnelly,1619,IN Franklin,0.21784176533907426
IN,Franklin,18047.0,1804700000.0,US Senate,statewide,7432,Republican,Mike Braun,5614,IN Franklin,0.7553821313240043
IN,Fulton,18049.0,1804900000.0,US Senate,statewide,7008,Democrat,Joe Donnelly,2539,IN Fulton,0.3623002283105023
IN,Fulton,18049.0,1804900000.0,US Senate,statewide,7008,Republican,Mike Braun,4154,IN Fulton,0.5927511415525114
IN,Gibson,18051.0,1805100000.0,US Senate,statewide,12513,Democrat,Joe Donnelly,4001,IN Gibson,0.3197474626388556
IN,Gibson,18051.0,1805100000.0,US Senate,statewide,12513,Republican,Mike Braun,8040,IN Gibson,0.6425317669623591
IN,Grant,18053.0,1805300000.0,US Senate,statewide,20067,Democrat,Joe Donnelly,6745,IN Grant,0.33612398465141774
IN,Grant,18053.0,1805300000.0,US Senate,statewide,20067,Republican,Mike Braun,12393,IN Grant,0.6175811033039318
IN,Greene,18055.0,1805500000.0,US Senate,statewide,10773,Democrat,Joe Donnelly,3313,IN Greene,0.307528079457904
IN,Greene,18055.0,1805500000.0,US Senate,statewide,10773,Republican,Mike Braun,6949,IN Greene,0.6450385222315047
IN,Hamilton,18057.0,1805700000.0,US Senate,statewide,138075,Democrat,Joe Donnelly,61337,IN Hamilton,0.4442295853702698
IN,Hamilton,18057.0,1805700000.0,US Senate,statewide,138075,Republican,Mike Braun,72325,IN Hamilton,0.5238095238095238
IN,Hancock,18059.0,1805900000.0,US Senate,statewide,30267,Democrat,Joe Donnelly,9770,IN Hancock,0.3227938018303763
IN,Hancock,18059.0,1805900000.0,US Senate,statewide,30267,Republican,Mike Braun,19097,IN Hancock,0.6309512009779628
IN,Harrison,18061.0,1806100000.0,US Senate,statewide,15617,Democrat,Joe Donnelly,5131,IN Harrison,0.32855221873599283
IN,Harrison,18061.0,1806100000.0,US Senate,statewide,15617,Republican,Mike Braun,9847,IN Harrison,0.6305308317858743
IN,Hendricks,18063.0,1806300000.0,US Senate,statewide,62812,Democrat,Joe Donnelly,23599,IN Hendricks,0.37570846335095204
IN,Hendricks,18063.0,1806300000.0,US Senate,statewide,62812,Republican,Mike Braun,36966,IN Hendricks,0.5885181175571547
IN,Henry,18065.0,1806500000.0,US Senate,statewide,15693,Democrat,Joe Donnelly,5171,IN Henry,0.3295099725992481
IN,Henry,18065.0,1806500000.0,US Senate,statewide,15693,Republican,Mike Braun,9569,IN Henry,0.6097623144076977
IN,Howard,18067.0,1806700000.0,US Senate,statewide,41664,Democrat,Joe Donnelly,11159,IN Howard,0.2678331413210445
IN,Howard,18067.0,1806700000.0,US Senate,statewide,41664,Republican,Mike Braun,16736,IN Howard,0.40168970814132104
IN,Huntington,18069.0,1806900000.0,US Senate,statewide,13209,Democrat,Joe Donnelly,3699,IN Huntington,0.2800363388598683
IN,Huntington,18069.0,1806900000.0,US Senate,statewide,13209,Republican,Mike Braun,8879,IN Huntington,0.6721932016049663
IN,Jackson,18071.0,1807100000.0,US Senate,statewide,14414,Democrat,Joe Donnelly,4198,IN Jackson,0.2912446232829194
IN,Jackson,18071.0,1807100000.0,US Senate,statewide,14414,Republican,Mike Braun,9431,IN Jackson,0.654294435965034
IN,Jasper,18073.0,1807300000.0,US Senate,statewide,10586,Democrat,Joe Donnelly,3278,IN Jasper,0.30965426034385035
IN,Jasper,18073.0,1807300000.0,US Senate,statewide,10586,Republican,Mike Braun,6987,IN Jasper,0.6600226714528623
IN,Jay,18075.0,1807500000.0,US Senate,statewide,6291,Democrat,Joe Donnelly,1933,IN Jay,0.30726434589095536
IN,Jay,18075.0,1807500000.0,US Senate,statewide,6291,Republican,Mike Braun,3990,IN Jay,0.6342393896041965
IN,Jefferson,18077.0,1807700000.0,US Senate,statewide,11242,Democrat,Joe Donnelly,4313,IN Jefferson,0.38365059597936313
IN,Jefferson,18077.0,1807700000.0,US Senate,statewide,11242,Republican,Mike Braun,6345,IN Jefferson,0.5644013520725849
IN,Jennings,18079.0,1807900000.0,US Senate,statewide,9149,Democrat,Joe Donnelly,2686,IN Jennings,0.293583998251175
IN,Jennings,18079.0,1807900000.0,US Senate,statewide,9149,Republican,Mike Braun,5921,IN Jennings,0.6471745545961307
IN,Johnson,18081.0,1808100000.0,US Senate,statewide,51902,Democrat,Joe Donnelly,17479,IN Johnson,0.33676929598088706
IN,Johnson,18081.0,1808100000.0,US Senate,statewide,51902,Republican,Mike Braun,32540,IN Johnson,0.626950791876999
IN,Knox,18083.0,1808300000.0,US Senate,statewide,12625,Democrat,Joe Donnelly,3977,IN Knox,0.315009900990099
IN,Knox,18083.0,1808300000.0,US Senate,statewide,12625,Republican,Mike Braun,7876,IN Knox,0.6238415841584158
IN,Kosciusko,18085.0,1808500000.0,US Senate,statewide,26382,Democrat,Joe Donnelly,6801,IN Kosciusko,0.2577894018649079
IN,Kosciusko,18085.0,1808500000.0,US Senate,statewide,26382,Republican,Mike Braun,18558,IN Kosciusko,0.7034341596543098
IN,LaGrange,18087.0,1808700000.0,US Senate,statewide,7680,Democrat,Joe Donnelly,2217,IN LaGrange,0.288671875
IN,LaGrange,18087.0,1808700000.0,US Senate,statewide,7680,Republican,Mike Braun,5183,IN LaGrange,0.6748697916666667
IN,Lake,18089.0,1808900000.0,US Senate,statewide,162298,Democrat,Joe Donnelly,104390,IN Lake,0.6431995465132041
IN,Lake,18089.0,1808900000.0,US Senate,statewide,162298,Republican,Mike Braun,54564,IN Lake,0.3361963794994393
IN,LaPorte,18091.0,1809100000.0,US Senate,statewide,37247,Democrat,Joe Donnelly,20014,IN LaPorte,0.5373318656536097
IN,LaPorte,18091.0,1809100000.0,US Senate,statewide,37247,Republican,Mike Braun,16008,IN LaPorte,0.42977957956345475
IN,Lawrence,18093.0,1809300000.0,US Senate,statewide,15496,Democrat,Joe Donnelly,4434,IN Lawrence,0.2861383582860093
IN,Lawrence,18093.0,1809300000.0,US Senate,statewide,15496,Republican,Mike Braun,10274,IN Lawrence,0.6630098089829634
IN,Madison,18095.0,1809500000.0,US Senate,statewide,44069,Democrat,Joe Donnelly,18701,IN Madison,0.4243572579364179
IN,Madison,18095.0,1809500000.0,US Senate,statewide,44069,Republican,Mike Braun,22841,IN Madison,0.5183008463999637
IN,Marion,18097.0,1809700000.0,US Senate,statewide,307130,Democrat,Joe Donnelly,197880,IN Marion,0.6442874352879888
IN,Marion,18097.0,1809700000.0,US Senate,statewide,307130,Republican,Mike Braun,98385,IN Marion,0.3203366652557549
IN,Marshall,18099.0,1809900000.0,US Senate,statewide,14899,Democrat,Joe Donnelly,5619,IN Marshall,0.37713940532921675
IN,Marshall,18099.0,1809900000.0,US Senate,statewide,14899,Republican,Mike Braun,8747,IN Marshall,0.5870863816363514
IN,Martin,18101.0,1810100000.0,US Senate,statewide,4324,Democrat,Joe Donnelly,1127,IN Martin,0.26063829787234044
IN,Martin,18101.0,1810100000.0,US Senate,statewide,4324,Republican,Mike Braun,2997,IN Martin,0.6931082331174838
IN,Miami,18103.0,1810300000.0,US Senate,statewide,10364,Democrat,Joe Donnelly,2862,IN Miami,0.2761482053261289
IN,Miami,18103.0,1810300000.0,US Senate,statewide,10364,Republican,Mike Braun,6975,IN Miami,0.6730027016595909
IN,Monroe,18105.0,1810500000.0,US Senate,statewide,51912,Democrat,Joe Donnelly,34193,IN Monroe,0.6586723686238249
IN,Monroe,18105.0,1810500000.0,US Senate,statewide,51912,Republican,Mike Braun,15540,IN Monroe,0.2993527508090615
IN,Montgomery,18107.0,1810700000.0,US Senate,statewide,12539,Democrat,Joe Donnelly,3518,IN Montgomery,0.28056463832841533
IN,Montgomery,18107.0,1810700000.0,US Senate,statewide,12539,Republican,Mike Braun,8362,IN Montgomery,0.6668793364702129
IN,Morgan,18109.0,1810900000.0,US Senate,statewide,25159,Democrat,Joe Donnelly,6471,IN Morgan,0.2572041814062562
IN,Morgan,18109.0,1810900000.0,US Senate,statewide,25159,Republican,Mike Braun,17539,IN Morgan,0.6971262768790493
IN,Newton,18111.0,1811100000.0,US Senate,statewide,4563,Democrat,Joe Donnelly,1402,IN Newton,0.30725399956169186
IN,Newton,18111.0,1811100000.0,US Senate,statewide,4563,Republican,Mike Braun,2966,IN Newton,0.6500109577032654
IN,Noble,18113.0,1811300000.0,US Senate,statewide,13689,Democrat,Joe Donnelly,4132,IN Noble,0.30184819928409673
IN,Noble,18113.0,1811300000.0,US Senate,statewide,13689,Republican,Mike Braun,8993,IN Noble,0.6569508364380159
IN,Ohio,18115.0,1811500000.0,US Senate,statewide,2395,Democrat,Joe Donnelly,747,IN Ohio,0.3118997912317328
IN,Ohio,18115.0,1811500000.0,US Senate,statewide,2395,Republican,Mike Braun,1586,IN Ohio,0.6622129436325679
IN,Orange,18117.0,1811700000.0,US Senate,statewide,6772,Democrat,Joe Donnelly,2135,IN Orange,0.31526875369167157
IN,Orange,18117.0,1811700000.0,US Senate,statewide,6772,Republican,Mike Braun,4353,IN Orange,0.642793857058476
IN,Owen,18119.0,1811900000.0,US Senate,statewide,7194,Democrat,Joe Donnelly,2210,IN Owen,0.3072004448151237
IN,Owen,18119.0,1811900000.0,US Senate,statewide,7194,Republican,Mike Braun,4601,IN Owen,0.6395607450653322
IN,Parke,18121.0,1812100000.0,US Senate,statewide,5342,Democrat,Joe Donnelly,1499,IN Parke,0.28060651441407714
IN,Parke,18121.0,1812100000.0,US Senate,statewide,5342,Republican,Mike Braun,3532,IN Parke,0.6611755896667915
IN,Perry,18123.0,1812300000.0,US Senate,statewide,7151,Democrat,Joe Donnelly,3364,IN Perry,0.47042371696266255
IN,Perry,18123.0,1812300000.0,US Senate,statewide,7151,Republican,Mike Braun,3450,IN Perry,0.4824500069920291
IN,Pike,18125.0,1812500000.0,US Senate,statewide,5159,Democrat,Joe Donnelly,1679,IN Pike,0.3254506687342508
IN,Pike,18125.0,1812500000.0,US Senate,statewide,5159,Republican,Mike Braun,3235,IN Pike,0.6270595076565226
IN,Porter,18127.0,1812700000.0,US Senate,statewide,64795,Democrat,Joe Donnelly,33390,IN Porter,0.5153175399336368
IN,Porter,18127.0,1812700000.0,US Senate,statewide,64795,Republican,Mike Braun,29368,IN Porter,0.4532448491395941
IN,Posey,18129.0,1812900000.0,US Senate,statewide,10640,Democrat,Joe Donnelly,3881,IN Posey,0.3647556390977444
IN,Posey,18129.0,1812900000.0,US Senate,statewide,10640,Republican,Mike Braun,6324,IN Posey,0.5943609022556391
IN,Pulaski,18131.0,1813100000.0,US Senate,statewide,4359,Democrat,Joe Donnelly,1617,IN Pulaski,0.370956641431521
IN,Pulaski,18131.0,1813100000.0,US Senate,statewide,4359,Republican,Mike Braun,2583,IN Pulaski,0.5925671025464556
IN,Putnam,18133.0,1813300000.0,US Senate,statewide,11899,Democrat,Joe Donnelly,3512,IN Putnam,0.2951508530128582
IN,Putnam,18133.0,1813300000.0,US Senate,statewide,11899,Republican,Mike Braun,7814,IN Putnam,0.6566938398184722
IN,Randolph,18135.0,1813500000.0,US Senate,statewide,8110,Democrat,Joe Donnelly,2467,IN Randolph,0.3041923551171393
IN,Randolph,18135.0,1813500000.0,US Senate,statewide,8110,Republican,Mike Braun,5138,IN Randolph,0.6335388409371147
