state,county,fipscode,fipscode2,office,district,total.votes,party,candidate,votes,state_county,result
MN,Hubbard,27057.0,2705700000.0,US Senate,statewide,10145,Republican,Jim Newberger,5312,MN Hubbard,0.5236076885165106
MN,Isanti,27059.0,2705900000.0,US Senate,statewide,17420,Democrat,Amy Klobuchar,7440,MN Isanti,0.42709529276693453
MN,Isanti,27059.0,2705900000.0,US Senate,statewide,17420,Republican,Jim Newberger,9226,MN Isanti,0.5296211251435132
MN,Itasca,27061.0,2706100000.0,US Senate,statewide,21655,Democrat,Amy Klobuchar,11585,MN Itasca,0.534980374047564
MN,Itasca,27061.0,2706100000.0,US Senate,statewide,21655,Republican,Jim Newberger,9203,MN Itasca,0.4249826829831448
MN,Jackson,27063.0,2706300000.0,US Senate,statewide,4683,Democrat,Amy Klobuchar,2174,MN Jackson,0.46423232970318173
MN,Jackson,27063.0,2706300000.0,US Senate,statewide,4683,Republican,Jim Newberger,2341,MN Jackson,0.49989323083493487
MN,Kanabec,27065.0,2706500000.0,US Senate,statewide,6719,Democrat,Amy Klobuchar,3138,MN Kanabec,0.46703378478940316
MN,Kanabec,27065.0,2706500000.0,US Senate,statewide,6719,Republican,Jim Newberger,3363,MN Kanabec,0.5005209108498289
MN,Kandiyohi,27067.0,2706700000.0,US Senate,statewide,18669,Democrat,Amy Klobuchar,9378,MN Kandiyohi,0.5023300658846216
MN,Kandiyohi,27067.0,2706700000.0,US Senate,statewide,18669,Republican,Jim Newberger,8596,MN Kandiyohi,0.4604424446944132
MN,Kittson,27069.0,2706900000.0,US Senate,statewide,2365,Democrat,Amy Klobuchar,1325,MN Kittson,0.5602536997885835
MN,Kittson,27069.0,2706900000.0,US Senate,statewide,2365,Republican,Jim Newberger,943,MN Kittson,0.39873150105708244
MN,Koochiching,27071.0,2707100000.0,US Senate,statewide,5256,Democrat,Amy Klobuchar,2886,MN Koochiching,0.5490867579908676
MN,Koochiching,27071.0,2707100000.0,US Senate,statewide,5256,Republican,Jim Newberger,2238,MN Koochiching,0.4257990867579909
MN,Lac Qui Parle,27073.0,2707300000.0,US Senate,statewide,3362,Democrat,Amy Klobuchar,1866,MN Lac Qui Parle,0.555026769779893
MN,Lac Qui Parle,27073.0,2707300000.0,US Senate,statewide,3362,Republican,Jim Newberger,1404,MN Lac Qui Parle,0.4176085663295657
MN,Lake,27075.0,2707500000.0,US Senate,statewide,5916,Democrat,Amy Klobuchar,3539,MN Lake,0.598208248816768
MN,Lake,27075.0,2707500000.0,US Senate,statewide,5916,Republican,Jim Newberger,2196,MN Lake,0.3711967545638945
MN,Lake of the Woods,27077.0,2707700000.0,US Senate,statewide,1852,Democrat,Amy Klobuchar,729,MN Lake of the Woods,0.3936285097192225
MN,Lake of the Woods,27077.0,2707700000.0,US Senate,statewide,1852,Republican,Jim Newberger,1072,MN Lake of the Woods,0.5788336933045356
MN,Le Sueur,27079.0,2707900000.0,US Senate,statewide,12880,Democrat,Amy Klobuchar,6444,MN Le Sueur,0.5003105590062111
MN,Le Sueur,27079.0,2707900000.0,US Senate,statewide,12880,Republican,Jim Newberger,5979,MN Le Sueur,0.46420807453416146
MN,Lincoln,27081.0,2708100000.0,US Senate,statewide,2428,Democrat,Amy Klobuchar,1164,MN Lincoln,0.4794069192751236
MN,Lincoln,27081.0,2708100000.0,US Senate,statewide,2428,Republican,Jim Newberger,1213,MN Lincoln,0.4995881383855025
MN,Lyon,27083.0,2708300000.0,US Senate,statewide,9986,Democrat,Amy Klobuchar,4973,MN Lyon,0.4979971960745043
MN,Lyon,27083.0,2708300000.0,US Senate,statewide,9986,Republican,Jim Newberger,4700,MN Lyon,0.4706589224914881
MN,Mahnomen,27087.0,2708700000.0,US Senate,statewide,1922,Democrat,Amy Klobuchar,1098,MN Mahnomen,0.5712799167533819
MN,Mahnomen,27087.0,2708700000.0,US Senate,statewide,1922,Republican,Jim Newberger,708,MN Mahnomen,0.368366285119667
MN,Marshall,27089.0,2708900000.0,US Senate,statewide,4110,Democrat,Amy Klobuchar,1864,MN Marshall,0.4535279805352798
MN,Marshall,27089.0,2708900000.0,US Senate,statewide,4110,Republican,Jim Newberger,2120,MN Marshall,0.5158150851581509
MN,Martin,27091.0,2709100000.0,US Senate,statewide,8739,Democrat,Amy Klobuchar,3770,MN Martin,0.43139947362398445
MN,Martin,27091.0,2709100000.0,US Senate,statewide,8739,Republican,Jim Newberger,4664,MN Martin,0.533699507952855
MN,McLeod,27085.0,2708500000.0,US Senate,statewide,14965,Democrat,Amy Klobuchar,6825,MN McLeod,0.45606414968259273
MN,McLeod,27085.0,2708500000.0,US Senate,statewide,14965,Republican,Jim Newberger,7684,MN McLeod,0.513464751085867
MN,Meeker,27093.0,2709300000.0,US Senate,statewide,10338,Democrat,Amy Klobuchar,4677,MN Meeker,0.4524085896691817
MN,Meeker,27093.0,2709300000.0,US Senate,statewide,10338,Republican,Jim Newberger,5363,MN Meeker,0.5187657187076804
MN,Mille Lacs,27095.0,2709500000.0,US Senate,statewide,10730,Democrat,Amy Klobuchar,4771,MN Mille Lacs,0.444641192917055
MN,Mille Lacs,27095.0,2709500000.0,US Senate,statewide,10730,Republican,Jim Newberger,5492,MN Mille Lacs,0.5118359739049394
MN,Morrison,27097.0,2709700000.0,US Senate,statewide,14323,Democrat,Amy Klobuchar,5246,MN Morrison,0.36626405082734065
MN,Morrison,27097.0,2709700000.0,US Senate,statewide,14323,Republican,Jim Newberger,8678,MN Morrison,0.6058786567059974
MN,Mower,27099.0,2709900000.0,US Senate,statewide,14693,Democrat,Amy Klobuchar,8396,MN Mower,0.5714285714285714
MN,Mower,27099.0,2709900000.0,US Senate,statewide,14693,Republican,Jim Newberger,5705,MN Mower,0.38828013339685563
MN,Murray,27101.0,2710100000.0,US Senate,statewide,4131,Democrat,Amy Klobuchar,1925,MN Murray,0.46598886468167516
MN,Murray,27101.0,2710100000.0,US Senate,statewide,4131,Republican,Jim Newberger,2070,MN Murray,0.5010893246187363
MN,Nicollet,27103.0,2710300000.0,US Senate,statewide,15729,Democrat,Amy Klobuchar,9632,MN Nicollet,0.6123720516243881
MN,Nicollet,27103.0,2710300000.0,US Senate,statewide,15729,Republican,Jim Newberger,5517,MN Nicollet,0.35075338546633605
MN,Nobles,27105.0,2710500000.0,US Senate,statewide,7011,Democrat,Amy Klobuchar,3185,MN Nobles,0.4542861218085865
MN,Nobles,27105.0,2710500000.0,US Senate,statewide,7011,Republican,Jim Newberger,3523,MN Nobles,0.5024960775923548
MN,Norman,27107.0,2710700000.0,US Senate,statewide,2719,Democrat,Amy Klobuchar,1588,MN Norman,0.584038249356381
MN,Norman,27107.0,2710700000.0,US Senate,statewide,2719,Republican,Jim Newberger,1049,MN Norman,0.38580360426627436
MN,Olmsted,27109.0,2710900000.0,US Senate,statewide,71246,Democrat,Amy Klobuchar,41769,MN Olmsted,0.5862644920416584
MN,Olmsted,27109.0,2710900000.0,US Senate,statewide,71246,Republican,Jim Newberger,27291,MN Olmsted,0.3830530836818909
MN,Otter Tail,27111.0,2711100000.0,US Senate,statewide,27466,Democrat,Amy Klobuchar,12002,MN Otter Tail,0.43697662564625356
MN,Otter Tail,27111.0,2711100000.0,US Senate,statewide,27466,Republican,Jim Newberger,14688,MN Otter Tail,0.534770261414112
MN,Pennington,27113.0,2711300000.0,US Senate,statewide,5371,Democrat,Amy Klobuchar,2582,MN Pennington,0.4807298454663936
MN,Pennington,27113.0,2711300000.0,US Senate,statewide,5371,Republican,Jim Newberger,2573,MN Pennington,0.47905417985477566
MN,Pine,27115.0,2711500000.0,US Senate,statewide,11599,Democrat,Amy Klobuchar,5648,MN Pine,0.4869385291835503
MN,Pine,27115.0,2711500000.0,US Senate,statewide,11599,Republican,Jim Newberger,5528,MN Pine,0.4765928097249763
MN,Pipestone,27117.0,2711700000.0,US Senate,statewide,3725,Democrat,Amy Klobuchar,1321,MN Pipestone,0.3546308724832215
MN,Pipestone,27117.0,2711700000.0,US Senate,statewide,3725,Republican,Jim Newberger,2266,MN Pipestone,0.6083221476510067
MN,Polk,27119.0,2711900000.0,US Senate,statewide,11877,Democrat,Amy Klobuchar,5729,MN Polk,0.48236086553843566
MN,Polk,27119.0,2711900000.0,US Senate,statewide,11877,Republican,Jim Newberger,5785,MN Polk,0.4870758609076366
MN,Pope,27121.0,2712100000.0,US Senate,statewide,5452,Democrat,Amy Klobuchar,2851,MN Pope,0.522927366104182
MN,Pope,27121.0,2712100000.0,US Senate,statewide,5452,Republican,Jim Newberger,2443,MN Pope,0.4480924431401321
MN,Ramsey,27123.0,2712300000.0,US Senate,statewide,245570,Democrat,Amy Klobuchar,182445,MN Ramsey,0.7429449851366209
MN,Ramsey,27123.0,2712300000.0,US Senate,statewide,245570,Republican,Jim Newberger,53101,MN Ramsey,0.2162356965427373
MN,Red Lake,27125.0,2712500000.0,US Senate,statewide,1668,Democrat,Amy Klobuchar,900,MN Red Lake,0.539568345323741
MN,Red Lake,27125.0,2712500000.0,US Senate,statewide,1668,Republican,Jim Newberger,709,MN Red Lake,0.4250599520383693
MN,Redwood,27127.0,2712700000.0,US Senate,statewide,6221,Democrat,Amy Klobuchar,2688,MN Redwood,0.4320848738144993
MN,Redwood,27127.0,2712700000.0,US Senate,statewide,6221,Republican,Jim Newberger,3334,MN Redwood,0.5359266998874779
MN,Renville,27129.0,2712900000.0,US Senate,statewide,6299,Democrat,Amy Klobuchar,3194,MN Renville,0.5070646134307033
MN,Renville,27129.0,2712900000.0,US Senate,statewide,6299,Republican,Jim Newberger,2888,MN Renville,0.4584854738847436
MN,Rice,27131.0,2713100000.0,US Senate,statewide,28500,Democrat,Amy Klobuchar,16881,MN Rice,0.5923157894736842
MN,Rice,27131.0,2713100000.0,US Senate,statewide,28500,Republican,Jim Newberger,10604,MN Rice,0.3720701754385965
MN,Rock,27133.0,2713300000.0,US Senate,statewide,3770,Democrat,Amy Klobuchar,1452,MN Rock,0.38514588859416443
MN,Rock,27133.0,2713300000.0,US Senate,statewide,3770,Republican,Jim Newberger,2217,MN Rock,0.5880636604774536
MN,Roseau,27135.0,2713500000.0,US Senate,statewide,6474,Democrat,Amy Klobuchar,2517,MN Roseau,0.3887859128822984
MN,Roseau,27135.0,2713500000.0,US Senate,statewide,6474,Republican,Jim Newberger,3771,MN Roseau,0.582483781278962
MN,Scott,27139.0,2713900000.0,US Senate,statewide,66274,Democrat,Amy Klobuchar,34624,MN Scott,0.5224371548420195
MN,Scott,27139.0,2713900000.0,US Senate,statewide,66274,Republican,Jim Newberger,29308,MN Scott,0.4422247035036364
MN,Sherburne,27141.0,2714100000.0,US Senate,statewide,39347,Democrat,Amy Klobuchar,16491,MN Sherburne,0.4191170864360688
MN,Sherburne,27141.0,2714100000.0,US Senate,statewide,39347,Republican,Jim Newberger,21437,MN Sherburne,0.5448191729992121
MN,Sibley,27143.0,2714300000.0,US Senate,statewide,6587,Democrat,Amy Klobuchar,3050,MN Sibley,0.4630332473052983
MN,Sibley,27143.0,2714300000.0,US Senate,statewide,6587,Republican,Jim Newberger,3337,MN Sibley,0.5066039168058296
MN,St. Louis,27137.0,2713700000.0,US Senate,statewide,99814,Democrat,Amy Klobuchar,66056,MN St. Louis,0.6617909311319053
MN,St. Louis,27137.0,2713700000.0,US Senate,statewide,99814,Republican,Jim Newberger,30293,MN St. Louis,0.3034944997695714
MN,Stearns,27145.0,2714500000.0,US Senate,statewide,66117,Democrat,Amy Klobuchar,31970,MN Stearns,0.4835367605910734
MN,Stearns,27145.0,2714500000.0,US Senate,statewide,66117,Republican,Jim Newberger,31821,MN Stearns,0.4812831798175961
MN,Steele,27147.0,2714700000.0,US Senate,statewide,16351,Democrat,Amy Klobuchar,8192,MN Steele,0.501009112592502
MN,Steele,27147.0,2714700000.0,US Senate,statewide,16351,Republican,Jim Newberger,7490,MN Steele,0.4580759586569629
MN,Stevens,27149.0,2714900000.0,US Senate,statewide,4394,Democrat,Amy Klobuchar,2290,MN Stevens,0.5211652253072372
MN,Stevens,27149.0,2714900000.0,US Senate,statewide,4394,Republican,Jim Newberger,1969,MN Stevens,0.44811106053709604
MN,Swift,27151.0,2715100000.0,US Senate,statewide,4051,Democrat,Amy Klobuchar,2147,MN Swift,0.5299925944211306
MN,Swift,27151.0,2715100000.0,US Senate,statewide,4051,Republican,Jim Newberger,1793,MN Swift,0.44260676376203406
MN,Todd,27153.0,2715300000.0,US Senate,statewide,9636,Democrat,Amy Klobuchar,3863,MN Todd,0.40089248650892484
MN,Todd,27153.0,2715300000.0,US Senate,statewide,9636,Republican,Jim Newberger,5516,MN Todd,0.572436695724367
MN,Traverse,27155.0,2715500000.0,US Senate,statewide,1530,Democrat,Amy Klobuchar,825,MN Traverse,0.5392156862745098
MN,Traverse,27155.0,2715500000.0,US Senate,statewide,1530,Republican,Jim Newberger,665,MN Traverse,0.434640522875817
MN,Wabasha,27157.0,2715700000.0,US Senate,statewide,10006,Democrat,Amy Klobuchar,4961,MN Wabasha,0.49580251848890666
MN,Wabasha,27157.0,2715700000.0,US Senate,statewide,10006,Republican,Jim Newberger,4695,MN Wabasha,0.4692184689186488
MN,Wadena,27159.0,2715900000.0,US Senate,statewide,5550,Democrat,Amy Klobuchar,2044,MN Wadena,0.3682882882882883
MN,Wadena,27159.0,2715900000.0,US Senate,statewide,5550,Republican,Jim Newberger,3379,MN Wadena,0.6088288288288288
MN,Waseca,27161.0,2716100000.0,US Senate,statewide,8155,Democrat,Amy Klobuchar,4035,MN Waseca,0.49478847332924586
MN,Waseca,27161.0,2716100000.0,US Senate,statewide,8155,Republican,Jim Newberger,3872,MN Waseca,0.47480073574494175
MN,Washington,27163.0,2716300000.0,US Senate,statewide,130088,Democrat,Amy Klobuchar,78364,MN Washington,0.6023922268003198
MN,Washington,27163.0,2716300000.0,US Senate,statewide,130088,Republican,Jim Newberger,47785,MN Washington,0.36732827009409014
MN,Watonwan,27165.0,2716500000.0,US Senate,statewide,4127,Democrat,Amy Klobuchar,2200,MN Watonwan,0.5330748727889508
MN,Watonwan,27165.0,2716500000.0,US Senate,statewide,4127,Republican,Jim Newberger,1819,MN Watonwan,0.4407559970923189
MN,Wilkin,27167.0,2716700000.0,US Senate,statewide,2587,Democrat,Amy Klobuchar,1251,MN Wilkin,0.4835717046772323
MN,Wilkin,27167.0,2716700000.0,US Senate,statewide,2587,Republican,Jim Newberger,1243,MN Wilkin,0.48047931967529955
MN,Winona,27169.0,2716900000.0,US Senate,statewide,21387,Democrat,Amy Klobuchar,12090,MN Winona,0.5652966755505681
MN,Winona,27169.0,2716900000.0,US Senate,statewide,21387,Republican,Jim Newberger,8236,MN Winona,0.385093748538832
MN,Wright,27171.0,2717100000.0,US Senate,statewide,59442,Democrat,Amy Klobuchar,26821,MN Wright,0.45121294707445914
MN,Wright,27171.0,2717100000.0,US Senate,statewide,59442,Republican,Jim Newberger,30572,MN Wright,0.5143164765653915
MN,Yellow Medicine,27173.0,2717300000.0,US Senate,statewide,4314,Democrat,Amy Klobuchar,2111,MN Yellow Medicine,0.4893370421882244
MN,Yellow Medicine,27173.0,2717300000.0,US Senate,statewide,4314,Republican,Jim Newberger,2071,MN Yellow Medicine,0.4800649049605934
MN,Aitkin,27001.0,2700100000.0,US Senate Special Election,statewide,8141,Republican,Karin Housley,4412,MN Aitkin,0.5419481636162634
MN,Aitkin,27001.0,2700100000.0,US Senate Special Election,statewide,8141,Democrat,Tina Smith,3316,MN Aitkin,0.4073209679400565
MN,Anoka,27003.0,2700300000.0,US Senate Special Election,statewide,159028,Republican,Karin Housley,75720,MN Anoka,0.47614256608899064
MN,Anoka,27003.0,2700300000.0,US Senate Special Election,statewide,159028,Democrat,Tina Smith,74806,MN Anoka,0.47039515053952763
MN,Becker,27005.0,2700500000.0,US Senate Special Election,statewide,14691,Republican,Karin Housley,8265,MN Becker,0.5625893404124974
MN,Becker,27005.0,2700500000.0,US Senate Special Election,statewide,14691,Democrat,Tina Smith,5721,MN Becker,0.38942209516030224
MN,Beltrami,27007.0,2700700000.0,US Senate Special Election,statewide,17971,Republican,Karin Housley,8275,MN Beltrami,0.46046408101942016
MN,Beltrami,27007.0,2700700000.0,US Senate Special Election,statewide,17971,Democrat,Tina Smith,8702,MN Beltrami,0.4842245840520839
MN,Benton,27009.0,2700900000.0,US Senate Special Election,statewide,16003,Republican,Karin Housley,9124,MN Benton,0.5701430981690933
MN,Benton,27009.0,2700900000.0,US Senate Special Election,statewide,16003,Democrat,Tina Smith,5999,MN Benton,0.37486721239767545
MN,Big Stone,27011.0,2701100000.0,US Senate Special Election,statewide,2575,Republican,Karin Housley,1290,MN Big Stone,0.5009708737864078
MN,Big Stone,27011.0,2701100000.0,US Senate Special Election,statewide,2575,Democrat,Tina Smith,1130,MN Big Stone,0.4388349514563107
MN,Blue Earth,27013.0,2701300000.0,US Senate Special Election,statewide,27966,Republican,Karin Housley,11461,MN Blue Earth,0.40981906600872486
MN,Blue Earth,27013.0,2701300000.0,US Senate Special Election,statewide,27966,Democrat,Tina Smith,14614,MN Blue Earth,0.5225631123507116
MN,Brown,27015.0,2701500000.0,US Senate Special Election,statewide,11759,Republican,Karin Housley,6751,MN Brown,0.5741134450208351
MN,Brown,27015.0,2701500000.0,US Senate Special Election,statewide,11759,Democrat,Tina Smith,4414,MN Brown,0.37537205544689173
MN,Carlton,27017.0,2701700000.0,US Senate Special Election,statewide,16340,Republican,Karin Housley,6393,MN Carlton,0.3912484700122399
MN,Carlton,27017.0,2701700000.0,US Senate Special Election,statewide,16340,Democrat,Tina Smith,9161,MN Carlton,0.5606487148102816
MN,Carver,27019.0,2701900000.0,US Senate Special Election,statewide,50832,Republican,Karin Housley,26872,MN Carver,0.5286433742524395
MN,Carver,27019.0,2701900000.0,US Senate Special Election,statewide,50832,Democrat,Tina Smith,22078,MN Carver,0.4343327038086245
MN,Cass,27021.0,2702100000.0,US Senate Special Election,statewide,13990,Republican,Karin Housley,8081,MN Cass,0.577626876340243
MN,Cass,27021.0,2702100000.0,US Senate Special Election,statewide,13990,Democrat,Tina Smith,5280,MN Cass,0.3774124374553252
MN,Chippewa,27023.0,2702300000.0,US Senate Special Election,statewide,5503,Republican,Karin Housley,2900,MN Chippewa,0.5269852807559513
MN,Chippewa,27023.0,2702300000.0,US Senate Special Election,statewide,5503,Democrat,Tina Smith,2289,MN Chippewa,0.41595493367254227
MN,Chisago,27025.0,2702500000.0,US Senate Special Election,statewide,25756,Republican,Karin Housley,14487,MN Chisago,0.5624708805715173
MN,Chisago,27025.0,2702500000.0,US Senate Special Election,statewide,25756,Democrat,Tina Smith,9836,MN Chisago,0.3818915980742351
MN,Clay,27027.0,2702700000.0,US Senate Special Election,statewide,24211,Republican,Karin Housley,9702,MN Clay,0.400726942298955
MN,Clay,27027.0,2702700000.0,US Senate Special Election,statewide,24211,Democrat,Tina Smith,13219,MN Clay,0.545991491470819
MN,Clearwater,27029.0,2702900000.0,US Senate Special Election,statewide,3471,Republican,Karin Housley,2168,MN Clearwater,0.6246038605589167
MN,Clearwater,27029.0,2702900000.0,US Senate Special Election,statewide,3471,Democrat,Tina Smith,1159,MN Clearwater,0.3339095361567272
MN,Cook,27031.0,2703100000.0,US Senate Special Election,statewide,3204,Republican,Karin Housley,1034,MN Cook,0.3227215980024969
MN,Cook,27031.0,2703100000.0,US Senate Special Election,statewide,3204,Democrat,Tina Smith,2024,MN Cook,0.6317103620474407
MN,Cottonwood,27033.0,2703300000.0,US Senate Special Election,statewide,4993,Republican,Karin Housley,2882,MN Cottonwood,0.577208091327859
MN,Cottonwood,27033.0,2703300000.0,US Senate Special Election,statewide,4993,Democrat,Tina Smith,1887,MN Cottonwood,0.37792910074103747
MN,Crow Wing,27035.0,2703500000.0,US Senate Special Election,statewide,31289,Republican,Karin Housley,18094,MN Crow Wing,0.5782862986992233
MN,Crow Wing,27035.0,2703500000.0,US Senate Special Election,statewide,31289,Democrat,Tina Smith,11648,MN Crow Wing,0.37227140528620284
MN,Dakota,27037.0,2703700000.0,US Senate Special Election,statewide,206720,Republican,Karin Housley,88150,MN Dakota,0.42642221362229105
MN,Dakota,27037.0,2703700000.0,US Senate Special Election,statewide,206720,Democrat,Tina Smith,109391,MN Dakota,0.5291747291021672
MN,Dodge,27039.0,2703900000.0,US Senate Special Election,statewide,9098,Republican,Karin Housley,5183,MN Dodge,0.5696856451967466
MN,Dodge,27039.0,2703900000.0,US Senate Special Election,statewide,9098,Democrat,Tina Smith,3472,MN Dodge,0.38162233457902833
MN,Douglas,27041.0,2704100000.0,US Senate Special Election,statewide,18043,Republican,Karin Housley,10754,MN Douglas,0.5960206174139555
MN,Douglas,27041.0,2704100000.0,US Senate Special Election,statewide,18043,Democrat,Tina Smith,6633,MN Douglas,0.36762179238485837
MN,Faribault,27043.0,2704300000.0,US Senate Special Election,statewide,6355,Republican,Karin Housley,3590,MN Faribault,0.5649095200629426
MN,Faribault,27043.0,2704300000.0,US Senate Special Election,statewide,6355,Democrat,Tina Smith,2425,MN Faribault,0.3815892997639654
MN,Fillmore,27045.0,2704500000.0,US Senate Special Election,statewide,9657,Republican,Karin Housley,4882,MN Fillmore,0.5055400227814021
MN,Fillmore,27045.0,2704500000.0,US Senate Special Election,statewide,9657,Democrat,Tina Smith,4331,MN Fillmore,0.44848296572434504
MN,Freeborn,27047.0,2704700000.0,US Senate Special Election,statewide,13897,Republican,Karin Housley,6689,MN Freeborn,0.4813269050874289
MN,Freeborn,27047.0,2704700000.0,US Senate Special Election,statewide,13897,Democrat,Tina Smith,6393,MN Freeborn,0.46002734403108586
MN,Goodhue,27049.0,2704900000.0,US Senate Special Election,statewide,23071,Republican,Karin Housley,11761,MN Goodhue,0.5097741753716787
MN,Goodhue,27049.0,2704900000.0,US Senate Special Election,statewide,23071,Democrat,Tina Smith,10168,MN Goodhue,0.4407264531229682
MN,Grant,27051.0,2705100000.0,US Senate Special Election,statewide,3128,Republican,Karin Housley,1645,MN Grant,0.5258951406649617
MN,Grant,27051.0,2705100000.0,US Senate Special Election,statewide,3128,Democrat,Tina Smith,1339,MN Grant,0.4280690537084399
MN,Hennepin,27053.0,2705300000.0,US Senate Special Election,statewide,627763,Republican,Karin Housley,182439,MN Hennepin,0.29061763754792813
MN,Hennepin,27053.0,2705300000.0,US Senate Special Election,statewide,627763,Democrat,Tina Smith,419462,MN Hennepin,0.6681852864855049
MN,Houston,27055.0,2705500000.0,US Senate Special Election,statewide,8900,Republican,Karin Housley,4430,MN Houston,0.49775280898876406
MN,Houston,27055.0,2705500000.0,US Senate Special Election,statewide,8900,Democrat,Tina Smith,4042,MN Houston,0.4541573033707865
MN,Hubbard,27057.0,2705700000.0,US Senate Special Election,statewide,10127,Republican,Karin Housley,5870,MN Hubbard,0.5796385899081663
MN,Hubbard,27057.0,2705700000.0,US Senate Special Election,statewide,10127,Democrat,Tina Smith,3769,MN Hubbard,0.37217339784733877
MN,Isanti,27059.0,2705900000.0,US Senate Special Election,statewide,17347,Republican,Karin Housley,10364,MN Isanti,0.5974520089929094
MN,Isanti,27059.0,2705900000.0,US Senate Special Election,statewide,17347,Democrat,Tina Smith,6003,MN Isanti,0.34605407275033145
MN,Itasca,27061.0,2706100000.0,US Senate Special Election,statewide,21545,Republican,Karin Housley,10201,MN Itasca,0.4734741239266651
MN,Itasca,27061.0,2706100000.0,US Senate Special Election,statewide,21545,Democrat,Tina Smith,10141,MN Itasca,0.47068925504757486
MN,Jackson,27063.0,2706300000.0,US Senate Special Election,statewide,4658,Republican,Karin Housley,2657,MN Jackson,0.5704164877629884
MN,Jackson,27063.0,2706300000.0,US Senate Special Election,statewide,4658,Democrat,Tina Smith,1752,MN Jackson,0.37612709317303566
MN,Kanabec,27065.0,2706500000.0,US Senate Special Election,statewide,6686,Republican,Karin Housley,3801,MN Kanabec,0.5685013460963206
MN,Kanabec,27065.0,2706500000.0,US Senate Special Election,statewide,6686,Democrat,Tina Smith,2550,MN Kanabec,0.3813939575231828
MN,Kandiyohi,27067.0,2706700000.0,US Senate Special Election,statewide,18584,Republican,Karin Housley,10095,MN Kandiyohi,0.5432092122255704
MN,Kandiyohi,27067.0,2706700000.0,US Senate Special Election,statewide,18584,Democrat,Tina Smith,7539,MN Kandiyohi,0.4056715454154111
MN,Kittson,27069.0,2706900000.0,US Senate Special Election,statewide,2336,Republican,Karin Housley,1080,MN Kittson,0.4623287671232877
MN,Kittson,27069.0,2706900000.0,US Senate Special Election,statewide,2336,Democrat,Tina Smith,1128,MN Kittson,0.4828767123287671
MN,Koochiching,27071.0,2707100000.0,US Senate Special Election,statewide,5235,Republican,Karin Housley,2450,MN Koochiching,0.4680038204393505
MN,Koochiching,27071.0,2707100000.0,US Senate Special Election,statewide,5235,Democrat,Tina Smith,2581,MN Koochiching,0.4930276981852913
MN,Lac Qui Parle,27073.0,2707300000.0,US Senate Special Election,statewide,3341,Republican,Karin Housley,1716,MN Lac Qui Parle,0.5136186770428015
MN,Lac Qui Parle,27073.0,2707300000.0,US Senate Special Election,statewide,3341,Democrat,Tina Smith,1471,MN Lac Qui Parle,0.44028733912002394
MN,Lake,27075.0,2707500000.0,US Senate Special Election,statewide,5896,Republican,Karin Housley,2432,MN Lake,0.412483039348711
MN,Lake,27075.0,2707500000.0,US Senate Special Election,statewide,5896,Democrat,Tina Smith,3209,MN Lake,0.5442672998643148
MN,Lake of the Woods,27077.0,2707700000.0,US Senate Special Election,statewide,1849,Republican,Karin Housley,1173,MN Lake of the Woods,0.6343969713358573
MN,Lake of the Woods,27077.0,2707700000.0,US Senate Special Election,statewide,1849,Democrat,Tina Smith,608,MN Lake of the Woods,0.3288263926446728
MN,Le Sueur,27079.0,2707900000.0,US Senate Special Election,statewide,12803,Republican,Karin Housley,6980,MN Le Sueur,0.5451847223307037
MN,Le Sueur,27079.0,2707900000.0,US Senate Special Election,statewide,12803,Democrat,Tina Smith,5133,MN Le Sueur,0.4009216589861751
MN,Lincoln,27081.0,2708100000.0,US Senate Special Election,statewide,2425,Republican,Karin Housley,1354,MN Lincoln,0.5583505154639176
MN,Lincoln,27081.0,2708100000.0,US Senate Special Election,statewide,2425,Democrat,Tina Smith,964,MN Lincoln,0.3975257731958763
MN,Lyon,27083.0,2708300000.0,US Senate Special Election,statewide,9948,Republican,Karin Housley,5472,MN Lyon,0.5500603136308806
MN,Lyon,27083.0,2708300000.0,US Senate Special Election,statewide,9948,Democrat,Tina Smith,4027,MN Lyon,0.40480498592681946
MN,Mahnomen,27087.0,2708700000.0,US Senate Special Election,statewide,1897,Republican,Karin Housley,759,MN Mahnomen,0.4001054296257248
MN,Mahnomen,27087.0,2708700000.0,US Senate Special Election,statewide,1897,Democrat,Tina Smith,984,MN Mahnomen,0.5187137585661571
MN,Marshall,27089.0,2708900000.0,US Senate Special Election,statewide,4082,Republican,Karin Housley,2349,MN Marshall,0.575453209211171
MN,Marshall,27089.0,2708900000.0,US Senate Special Election,statewide,4082,Democrat,Tina Smith,1570,MN Marshall,0.38461538461538464
MN,Martin,27091.0,2709100000.0,US Senate Special Election,statewide,8701,Republican,Karin Housley,5251,MN Martin,0.6034938512814619
MN,Martin,27091.0,2709100000.0,US Senate Special Election,statewide,8701,Democrat,Tina Smith,3004,MN Martin,0.345247672681301
MN,McLeod,27085.0,2708500000.0,US Senate Special Election,statewide,14918,Republican,Karin Housley,8948,MN McLeod,0.5998123072797962
MN,McLeod,27085.0,2708500000.0,US Senate Special Election,statewide,14918,Democrat,Tina Smith,5235,MN McLeod,0.35091835366671137
MN,Meeker,27093.0,2709300000.0,US Senate Special Election,statewide,10294,Republican,Karin Housley,6207,MN Meeker,0.6029726054012046
MN,Meeker,27093.0,2709300000.0,US Senate Special Election,statewide,10294,Democrat,Tina Smith,3606,MN Meeker,0.35030114629881487
