fips,biden,trump,other
36059,0.533,0.456,0.01
36061,0.845,0.145,0.01
36063,0.396,0.585,0.019
36065,0.363,0.618,0.019
36067,0.565,0.413,0.023
36069,0.434,0.538,0.027
36071,0.442,0.545,0.013
36073,0.306,0.67,0.024
36075,0.388,0.59,0.022
36077,0.464,0.513,0.023
36079,0.454,0.533,0.013
36081,0.69,0.303,0.007
36083,0.517,0.461,0.022
36085,0.376,0.616,0.008
36087,0.44,0.551,0.009
36089,0.367,0.616,0.018
36091,0.463,0.515,0.022
36093,0.523,0.455,0.023
36095,0.341,0.631,0.028
36097,0.401,0.577,0.022
36099,0.392,0.585,0.023
36101,0.291,0.69,0.018
36103,0.432,0.556,0.012
36105,0.408,0.578,0.014
36107,0.384,0.592,0.024
36109,0.685,0.292,0.023
36111,0.549,0.432,0.019
36113,0.428,0.55,0.022
36115,0.362,0.618,0.021
36117,0.342,0.634,0.024
36119,0.63,0.359,0.011
36121,0.262,0.717,0.022
36123,0.395,0.581,0.025
37001,0.452,0.536,0.012
37003,0.205,0.786,0.008
37005,0.245,0.746,0.009
37007,0.518,0.476,0.007
37009,0.264,0.725,0.011
37011,0.232,0.76,0.008
37013,0.367,0.626,0.008
37015,0.606,0.389,0.005
37017,0.428,0.566,0.006
37019,0.37,0.621,0.009
37021,0.599,0.387,0.014
37023,0.295,0.697,0.009
37025,0.446,0.541,0.013
37027,0.24,0.751,0.009
37029,0.259,0.726,0.015
37031,0.284,0.705,0.012
37033,0.404,0.589,0.008
37035,0.309,0.68,0.012
37037,0.552,0.437,0.011
37039,0.219,0.77,0.011
37041,0.418,0.575,0.008
37043,0.247,0.743,0.01
37045,0.331,0.66,0.009
37047,0.358,0.637,0.005
37049,0.399,0.586,0.015
37051,0.575,0.409,0.016
37053,0.26,0.723,0.016
37055,0.411,0.576,0.012
37057,0.256,0.732,0.012
37059,0.266,0.722,0.012
37061,0.386,0.608,0.006
37063,0.807,0.181,0.012
37065,0.632,0.362,0.006
37067,0.563,0.424,0.013
37069,0.426,0.561,0.013
37071,0.355,0.634,0.011
37073,0.427,0.565,0.009
37075,0.194,0.796,0.009
37077,0.462,0.528,0.01
37079,0.438,0.557,0.004
37081,0.61,0.378,0.012
37083,0.604,0.392,0.004
37085,0.38,0.605,0.016
37087,0.36,0.626,0.013
37089,0.399,0.587,0.014
37091,0.668,0.328,0.004
37093,0.546,0.438,0.016
37095,0.42,0.57,0.01
37097,0.332,0.656,0.012
37099,0.449,0.531,0.019
37101,0.371,0.615,0.014
37103,0.398,0.594,0.008
37105,0.419,0.569,0.012
37107,0.479,0.514,0.007
37109,0.265,0.725,0.01
37111,0.254,0.735,0.011
37113,0.301,0.688,0.011
37115,0.376,0.612,0.012
37117,0.472,0.521,0.007
37119,0.669,0.317,0.014
37121,0.207,0.785,0.008
37123,0.337,0.655,0.008
37125,0.357,0.631,0.012
37127,0.497,0.495,0.008
37129,0.503,0.481,0.016
37131,0.601,0.395,0.005
37133,0.337,0.639,0.024
37135,0.751,0.238,0.011
37137,0.356,0.636,0.008
37139,0.495,0.492,0.012
37141,0.344,0.644,0.013
37143,0.334,0.656,0.01
37145,0.387,0.603,0.01
37147,0.541,0.446,0.013
37149,0.366,0.623,0.01
37151,0.213,0.777,0.01
37153,0.422,0.57,0.008
37155,0.404,0.59,0.006
37157,0.335,0.656,0.009
37159,0.316,0.673,0.011
37161,0.266,0.725,0.009
37163,0.384,0.609,0.007
37165,0.487,0.506,0.007
37167,0.24,0.751,0.009
37169,0.206,0.785,0.009
37171,0.238,0.753,0.009
37173,0.394,0.59,0.016
37175,0.415,0.572,0.013
37177,0.418,0.576,0.007
37179,0.373,0.615,0.012
37181,0.593,0.4,0.007
37183,0.625,0.359,0.016
37185,0.623,0.365,0.012
37187,0.548,0.448,0.004
37189,0.533,0.45,0.017
37191,0.437,0.554,0.01
37193,0.212,0.779,0.009
37195,0.51,0.481,0.008
37197,0.189,0.801,0.01
37199,0.326,0.663,0.011
38001,0.203,0.773,0.024
38003,0.328,0.643,0.029
38005,0.42,0.56,0.02
38007,0.114,0.853,0.033
38009,0.237,0.744,0.019
38011,0.138,0.844,0.018
38013,0.119,0.864,0.017
38015,0.284,0.688,0.027
38017,0.472,0.499,0.029
38019,0.235,0.745,0.02
38021,0.252,0.722,0.026
38023,0.221,0.754,0.025
38025,0.147,0.837,0.017
38027,0.304,0.678,0.018
38029,0.118,0.868,0.014
38031,0.211,0.77,0.019
38033,0.134,0.851,0.016
38035,0.419,0.553,0.028
38037,0.15,0.83,0.02
38039,0.247,0.726,0.027
38041,0.15,0.833,0.018
38043,0.152,0.833,0.015
38045,0.238,0.742,0.02
38047,0.119,0.868,0.013
38049,0.188,0.789,0.023
38051,0.181,0.798,0.021
38053,0.151,0.829,0.02
38055,0.223,0.76,0.017
38057,0.151,0.827,0.022
38059,0.234,0.74,0.026
38061,0.302,0.68,0.018
38063,0.331,0.645,0.024
38065,0.121,0.862,0.017
38067,0.237,0.743,0.02
38069,0.234,0.748,0.018
38071,0.307,0.669,0.024
38073,0.386,0.579,0.035
38075,0.167,0.809,0.024
38077,0.323,0.653,0.025
38079,0.653,0.331,0.016
38081,0.357,0.613,0.03
38083,0.129,0.852,0.02
38085,0.724,0.232,0.043
38087,0.103,0.892,0.005
38089,0.167,0.807,0.026
38091,0.362,0.603,0.035
38093,0.27,0.705,0.025
38095,0.271,0.708,0.021
38097,0.362,0.611,0.027
38099,0.281,0.7,0.02
38101,0.259,0.71,0.03
38103,0.187,0.8,0.014
38105,0.152,0.823,0.025
39001,0.178,0.813,0.01
39003,0.295,0.69,0.015
39005,0.248,0.735,0.017
39007,0.374,0.609,0.017
39009,0.566,0.418,0.016
39011,0.181,0.807,0.012
39013,0.276,0.712,0.012
39015,0.208,0.781,0.011
39017,0.373,0.613,0.014
39019,0.229,0.756,0.015
39021,0.254,0.731,0.016
39023,0.375,0.608,0.017
39025,0.309,0.675,0.016
39027,0.229,0.755,0.017
39029,0.268,0.717,0.015
39031,0.246,0.736,0.017
39033,0.238,0.746,0.016
39035,0.665,0.324,0.011
39037,0.175,0.81,0.015
39039,0.309,0.673,0.018
39041,0.458,0.527,0.015
39043,0.434,0.55,0.017
39045,0.376,0.61,0.015
39047,0.237,0.75,0.013
39049,0.649,0.335,0.016
39051,0.293,0.691,0.016
39053,0.217,0.771,0.012
39055,0.379,0.61,0.012
39057,0.393,0.588,0.019
39059,0.251,0.736,0.013
39061,0.572,0.413,0.015
39063,0.303,0.679,0.018
39065,0.231,0.751,0.018
39067,0.232,0.756,0.012
39069,0.275,0.71,0.015
39071,0.193,0.797,0.01
39073,0.281,0.705,0.015
39075,0.154,0.834,0.012
39077,0.287,0.696,0.017
39079,0.226,0.763,0.011
39081,0.301,0.685,0.014
39083,0.274,0.712,0.015
39085,0.425,0.562,0.013
39087,0.268,0.72,0.011
39089,0.351,0.632,0.017
39091,0.216,0.769,0.015
39093,0.48,0.506,0.014
39095,0.575,0.408,0.017
39097,0.288,0.696,0.016
39099,0.484,0.504,0.012
39101,0.297,0.684,0.019
39103,0.376,0.611,0.013
39105,0.228,0.759,0.013
39107,0.17,0.818,0.011
39109,0.27,0.714,0.016
39111,0.224,0.764,0.011
39113,0.503,0.481,0.016
39115,0.252,0.736,0.012
39117,0.219,0.763,0.018
39119,0.296,0.689,0.015
39121,0.184,0.81,0.006
39123,0.375,0.609,0.015
39125,0.235,0.748,0.017
39127,0.246,0.741,0.013
39129,0.259,0.729,0.013
39131,0.251,0.738,0.012
39133,0.43,0.555,0.014
39135,0.206,0.78,0.013
39137,0.16,0.824,0.016
39139,0.294,0.692,0.014
39141,0.317,0.669,0.014
39143,0.353,0.628,0.019
39145,0.283,0.706,0.011
39147,0.32,0.662,0.017
39149,0.178,0.808,0.014
39151,0.4,0.585,0.015
39153,0.541,0.445,0.014
39155,0.441,0.547,0.013
39157,0.293,0.692,0.015
39159,0.333,0.648,0.019
39161,0.205,0.779,0.016
39163,0.222,0.768,0.01
39165,0.339,0.646,0.015
39167,0.29,0.695,0.015
39169,0.307,0.678,0.016
39171,0.258,0.723,0.019
39173,0.453,0.529,0.018
39175,0.242,0.742,0.017
40001,0.195,0.786,0.019
40003,0.103,0.874,0.023
40005,0.142,0.846,0.012
40007,0.087,0.904,0.009
40009,0.132,0.851,0.017
40011,0.176,0.804,0.02
40013,0.208,0.773,0.019
40015,0.271,0.711,0.018
40017,0.27,0.703,0.027
40019,0.229,0.755,0.016
40021,0.34,0.634,0.026
40023,0.186,0.806,0.009
40025,0.066,0.92,0.013
40027,0.416,0.557,0.027
40029,0.148,0.828,0.024
40031,0.386,0.587,0.028
40033,0.153,0.823,0.024
40035,0.202,0.777,0.021
40037,0.216,0.764,0.021
40039,0.222,0.754,0.024
40041,0.201,0.786,0.013
40043,0.091,0.9,0.009
40045,0.086,0.901,0.012
40047,0.219,0.757,0.024
40049,0.171,0.813,0.016
40051,0.179,0.803,0.018
40053,0.126,0.861,0.014
40055,0.166,0.813,0.02
40057,0.19,0.801,0.01
40059,0.092,0.892,0.016
40061,0.156,0.831,0.013
40063,0.189,0.798,0.013
40065,0.2,0.778,0.022
40067,0.134,0.85,0.017
40069,0.174,0.81,0.017
40071,0.234,0.744,0.022
40073,0.132,0.854,0.014
40075,0.204,0.78,0.016
40077,0.179,0.809,0.012
40079,0.175,0.809,0.016
40081,0.175,0.807,0.018
40083,0.253,0.724,0.024
40085,0.174,0.811,0.015
40087,0.186,0.795,0.019
40089,0.162,0.827,0.011
40091,0.244,0.741,0.016
40093,0.092,0.889,0.018
40095,0.181,0.807,0.012
40097,0.215,0.767,0.018
40099,0.196,0.783,0.021
40101,0.32,0.659,0.021
40103,0.203,0.774,0.023
40105,0.162,0.822,0.016
40107,0.222,0.757,0.021
40109,0.481,0.492,0.027
40111,0.304,0.675,0.02
40113,0.292,0.688,0.02
40115,0.235,0.747,0.018
40117,0.201,0.776,0.023
40119,0.368,0.601,0.031
40121,0.21,0.773,0.017
40123,0.269,0.705,0.026
40125,0.258,0.718,0.024
40127,0.141,0.847,0.012
40129,0.092,0.888,0.02
40131,0.215,0.764,0.021
40133,0.258,0.721,0.021
40135,0.197,0.787,0.016
40137,0.166,0.817,0.018
40139,0.162,0.816,0.022
40141,0.221,0.767,0.013
40143,0.409,0.565,0.027
40145,0.239,0.74,0.02
40147,0.246,0.727,0.027
40149,0.125,0.855,0.019
40151,0.161,0.814,0.026
40153,0.129,0.849,0.022
41001,0.237,0.744,0.019
41003,0.685,0.284,0.031
41005,0.544,0.432,0.024
41007,0.546,0.428,0.026
41009,0.432,0.536,0.032
41011,0.386,0.592,0.022
41013,0.246,0.736,0.018
41015,0.408,0.571,0.021
41017,0.531,0.449,0.021
41019,0.299,0.677,0.024
41021,0.276,0.709,0.015
41023,0.203,0.775,0.022
41025,0.201,0.781,0.018
41027,0.675,0.304,0.021
41029,0.469,0.507,0.024
41031,0.37,0.606,0.024
41033,0.359,0.62,0.022
41035,0.284,0.693,0.024
41037,0.183,0.799,0.018
41039,0.609,0.364,0.026
41041,0.569,0.407,0.024
41043,0.367,0.603,0.03
41045,0.276,0.698,0.026
41047,0.492,0.481,0.027
41049,0.267,0.705,0.028
41051,0.799,0.18,0.021
41053,0.478,0.495,0.027
41055,0.215,0.764,0.021
41057,0.478,0.499,0.023
41059,0.324,0.649,0.027
41061,0.286,0.693,0.021
41063,0.317,0.663,0.02
41065,0.468,0.504,0.028
41067,0.661,0.313,0.027
41069,0.226,0.741,0.033
41071,0.465,0.504,0.031
42001,0.322,0.664,0.014
42003,0.596,0.392,0.012
42005,0.233,0.756,0.012
42007,0.398,0.589,0.013
42009,0.158,0.835,0.007
42011,0.452,0.534,0.014
42013,0.277,0.712,0.01
42015,0.267,0.716,0.017
42017,0.517,0.473,0.011
42019,0.331,0.657,0.013
42021,0.308,0.681,0.011
42023,0.261,0.728,0.012
42025,0.333,0.654,0.013
42027,0.517,0.469,0.014
42029,0.58,0.409,0.011
42031,0.24,0.748,0.012
42033,0.245,0.741,0.014
42035,0.312,0.675,0.013
42037,0.338,0.645,0.017
42039,0.308,0.68,0.012
42041,0.44,0.545,0.015
42043,0.536,0.451,0.013
42045,0.63,0.361,0.009
42047,0.268,0.718,0.014
42049,0.498,0.488,0.014
42051,0.328,0.665,0.008
42053,0.274,0.713,0.013
42055,0.278,0.709,0.014
42057,0.136,0.855,0.009
42059,0.278,0.712,0.01
42061,0.239,0.749,0.013
42063,0.307,0.682,0.011
42065,0.198,0.787,0.015
42067,0.187,0.801,0.012
42069,0.537,0.453,0.009
42071,0.413,0.572,0.015
42073,0.347,0.642,0.011
42075,0.334,0.652,0.014
42077,0.532,0.456,0.012
42079,0.423,0.567,0.01
42081,0.286,0.7,0.014
42083,0.261,0.724,0.015
42085,0.363,0.624,0.013
42087,0.214,0.775,0.011
42089,0.526,0.462,0.012
42091,0.626,0.364,0.01
42093,0.386,0.598,0.016
42095,0.498,0.491,0.012
42097,0.3,0.685,0.016
42099,0.241,0.742,0.017
42101,0.814,0.179,0.007
42103,0.4,0.59,0.01
42105,0.19,0.799,0.011
42107,0.294,0.692,0.014
42109,0.257,0.731,0.013
42111,0.213,0.776,0.01
42113,0.256,0.728,0.016
42115,0.286,0.7,0.014
42117,0.235,0.747,0.018
42119,0.372,0.614,0.014
42121,0.286,0.7,0.014
42123,0.294,0.689,0.017
42125,0.381,0.608,0.011
42127,0.327,0.663,0.009
42129,0.352,0.637,0.011
42131,0.317,0.669,0.015
42133,0.37,0.615,0.015
44001,0.639,0.345,0.016
44003,0.53,0.454,0.016
44005,0.642,0.343,0.015
44007,0.608,0.378,0.014
44009,0.589,0.395,0.016
45001,0.33,0.661,0.009
45003,0.379,0.606,0.016
45005,0.756,0.232,0.011
45007,0.283,0.703,0.014
45009,0.619,0.373,0.008
45011,0.457,0.532,0.011
45013,0.444,0.544,0.013
45015,0.433,0.549,0.018
45017,0.471,0.519,0.01
45019,0.555,0.426,0.019
45021,0.276,0.714,0.01
45023,0.44,0.55,0.01
45025,0.394,0.599,0.008
45027,0.493,0.5,0.007
45029,0.446,0.541,0.013
45031,0.469,0.519,0.011
45033,0.491,0.502,0.006
45035,0.438,0.542,0.02
45037,0.372,0.615,0.013
45039,0.608,0.381,0.011
45041,0.483,0.506,0.011
45043,0.431,0.559,0.01
45045,0.399,0.581,0.02
45047,0.38,0.607,0.013
45049,0.572,0.42,0.008
45051,0.329,0.661,0.01
45053,0.499,0.492,0.009
45055,0.378,0.609,0.014
45057,0.38,0.608,0.013
45059,0.333,0.656,0.011
45061,0.632,0.357,0.011
45063,0.341,0.642,0.017
45065,0.472,0.519,0.009
45067,0.603,0.388,0.008
45069,0.549,0.441,0.01
45071,0.374,0.614,0.012
45073,0.256,0.73,0.014
45075,0.662,0.33,0.008
45077,0.237,0.746,0.017
45079,0.684,0.301,0.015
45081,0.319,0.67,0.011
45083,0.356,0.629,0.015
45085,0.56,0.429,0.011
45087,0.372,0.617,0.01
45089,0.644,0.346,0.01
45091,0.41,0.574,0.016
46003,0.226,0.749,0.026
46005,0.298,0.679,0.023
46007,0.394,0.587,0.019
46009,0.24,0.745,0.015
46011,0.419,0.549,0.031
46013,0.373,0.603,0.024
46015,0.27,0.703,0.027
46017,0.641,0.333,0.025
46019,0.196,0.777,0.028
46021,0.134,0.856,0.01
46023,0.311,0.675,0.014
46025,0.236,0.742,0.022
46027,0.541,0.431,0.028
46029,0.291,0.681,0.028
46031,0.485,0.504,0.011
46033,0.277,0.701,0.022
46035,0.313,0.664,0.023
46037,0.355,0.631,0.015
46039,0.259,0.723,0.018
46041,0.575,0.402,0.023
46043,0.127,0.86,0.014
46045,0.21,0.775,0.015
46047,0.261,0.712,0.028
46049,0.168,0.816,0.017
46051,0.282,0.699,0.019
46053,0.202,0.784,0.014
46055,0.092,0.902,0.005
46057,0.21,0.769,0.021
46059,0.203,0.78,0.016
46061,0.233,0.751,0.016
46063,0.06,0.92,0.02
46065,0.339,0.633,0.028
46067,0.202,0.781,0.016
46069,0.191,0.794,0.014
46071,0.322,0.662,0.016
46073,0.268,0.717,0.015
46075,0.15,0.831,0.018
46077,0.295,0.685,0.02
46079,0.352,0.627,0.021
46081,0.328,0.633,0.039
46083,0.37,0.606,0.025
46085,0.329,0.653,0.019
46087,0.265,0.713,0.022
46089,0.168,0.812,0.02
46091,0.394,0.591,0.015
46093,0.24,0.722,0.037
46095,0.388,0.584,0.029
46097,0.281,0.692,0.027
46099,0.439,0.533,0.028
46101,0.368,0.609,0.024
46102,0.884,0.093,0.023
46103,0.358,0.61,0.032
46105,0.143,0.839,0.017
46107,0.164,0.825,0.01
46109,0.424,0.558,0.017
46111,0.217,0.764,0.019
46115,0.316,0.665,0.019
46117,0.255,0.728,0.017
46119,0.199,0.781,0.02
46121,0.773,0.209,0.017
46123,0.184,0.802,0.015
46125,0.25,0.723,0.026
46127,0.308,0.671,0.021
46129,0.219,0.762,0.019
46135,0.368,0.604,0.028
46137,0.531,0.446,0.023
47001,0.33,0.652,0.018
47003,0.233,0.752,0.015
47005,0.211,0.781,0.009
47007,0.169,0.821,0.011
47009,0.269,0.712,0.019
47011,0.215,0.768,0.017
47013,0.163,0.826,0.011
47015,0.192,0.792,0.016
47017,0.215,0.773,0.012
47019,0.185,0.8,0.015
47021,0.272,0.713,0.015
47023,0.186,0.785,0.029
47025,0.17,0.819,0.011
47027,0.21,0.78,0.011
47029,0.17,0.819,0.011
47031,0.235,0.736,0.028
47033,0.226,0.764,0.01
47035,0.208,0.78,0.012
47037,0.645,0.324,0.031
47039,0.173,0.807,0.021
47041,0.205,0.784,0.011
47043,0.251,0.725,0.024
47045,0.209,0.78,0.01
47047,0.305,0.683,0.012
47049,0.139,0.852,0.009
47051,0.254,0.731,0.014
47053,0.259,0.728,0.013
47055,0.25,0.741,0.009
47057,0.144,0.845,0.01
47059,0.185,0.793,0.022
47061,0.169,0.82,0.011
47063,0.223,0.764,0.013
47065,0.441,0.539,0.02
47067,0.132,0.864,0.004
47069,0.416,0.573,0.012
47071,0.154,0.828,0.018
47073,0.164,0.822,0.014
47075,0.539,0.45,0.011
47077,0.174,0.815,0.011
47079,0.236,0.747,0.017
47081,0.217,0.771,0.013
47083,0.236,0.738,0.026
47085,0.245,0.743,0.012
47087,0.213,0.773,0.013
47089,0.197,0.79,0.013
47091,0.159,0.83,0.011
47093,0.414,0.565,0.02
47095,0.259,0.734,0.008
47097,0.356,0.633,0.011
47099,0.171,0.819,0.01
47101,0.191,0.798,0.011
47103,0.187,0.787,0.026
47105,0.237,0.74,0.023
47107,0.191,0.797,0.013
47109,0.173,0.806,0.021
47111,0.138,0.853,0.009
47113,0.427,0.558,0.014
47115,0.24,0.748,0.013
47117,0.242,0.742,0.016
47119,0.309,0.675,0.016
47121,0.182,0.807,0.01
47123,0.181,0.807,0.012
47125,0.423,0.55,0.027
47127,0.162,0.816,0.022
47129,0.141,0.843,0.016
47131,0.191,0.798,0.011
47133,0.202,0.789,0.009
47135,0.179,0.81,0.011
47137,0.179,0.812,0.009
47139,0.178,0.812,0.009
47141,0.273,0.708,0.019
47143,0.174,0.811,0.016
47145,0.233,0.742,0.025
47147,0.258,0.728,0.014
47149,0.412,0.567,0.021
47151,0.109,0.884,0.007
47153,0.179,0.808,0.013
47155,0.2,0.776,0.024
47157,0.644,0.34,0.016
47159,0.199,0.788,0.013
47161,0.196,0.787,0.018
47163,0.232,0.752,0.016
47165,0.299,0.685,0.016
47167,0.25,0.735,0.015
47169,0.253,0.734,0.013
47171,0.194,0.795,0.011
47173,0.154,0.837,0.009
47175,0.186,0.802,0.012
47177,0.247,0.738,0.015
47179,0.306,0.675,0.018
47181,0.123,0.869,0.008
47183,0.22,0.757,0.023
47185,0.18,0.808,0.012
47187,0.361,0.622,0.017
47189,0.3,0.677,0.024
48001,0.205,0.786,0.008
48003,0.145,0.843,0.012
48005,0.264,0.725,0.01
48007,0.237,0.753,0.011
48009,0.093,0.897,0.01
48011,0.067,0.931,0.002
48013,0.324,0.665,0.011
48015,0.204,0.785,0.011
48017,0.22,0.772,0.009
48019,0.197,0.791,0.012
48021,0.422,0.56,0.018
48023,0.107,0.88,0.014
48025,0.349,0.638,0.013
48027,0.446,0.535,0.019
48029,0.583,0.402,0.015
48031,0.257,0.732,0.011
48033,0.039,0.959,0.002
48035,0.171,0.819,0.011
48037,0.28,0.71,0.01
48039,0.401,0.584,0.015
48041,0.416,0.56,0.024
48043,0.469,0.51,0.021
48045,0.106,0.883,0.011
48047,0.592,0.402,0.006
48049,0.132,0.858,0.01
48051,0.208,0.783,0.009
48053,0.228,0.76,0.012
48055,0.443,0.541,0.016
48057,0.273,0.718,0.009
48059,0.108,0.88,0.013
48061,0.561,0.43,0.009
48063,0.275,0.717,0.008
48065,0.094,0.893,0.013
48067,0.201,0.793,0.007
48069,0.224,0.769,0.007
48071,0.185,0.802,0.014
48073,0.216,0.774,0.01
48075,0.135,0.854,0.011
48077,0.107,0.883,0.01
48079,0.177,0.809,0.014
48081,0.12,0.872,0.008
48083,0.109,0.883,0.008
48085,0.471,0.514,0.015
48087,0.128,0.862,0.011
48089,0.243,0.751,0.007
48091,0.277,0.708,0.015
48093,0.14,0.851,0.009
48095,0.155,0.834,0.01
48097,0.169,0.821,0.01
48099,0.322,0.657,0.021
48101,0.17,0.817,0.013
48103,0.161,0.83,0.009
48105,0.219,0.775,0.006
48107,0.27,0.715,0.015
48109,0.507,0.48,0.013
48111,0.122,0.864,0.014
48113,0.651,0.334,0.015
48115,0.213,0.779,0.008
48117,0.274,0.715,0.011
48119,0.156,0.834,0.01
48121,0.452,0.533,0.016
48123,0.184,0.809,0.007
48125,0.132,0.863,0.005
48127,0.618,0.378,0.005
48129,0.12,0.873,0.007
48131,0.509,0.484,0.007
48133,0.119,0.873,0.009
48135,0.255,0.734,0.012
48137,0.156,0.839,0.005
48139,0.322,0.664,0.014
48141,0.665,0.32,0.016
48143,0.173,0.812,0.015
48145,0.31,0.681,0.009
48147,0.176,0.812,0.012
48149,0.205,0.786,0.008
48151,0.193,0.793,0.014
48153,0.215,0.777,0.008
48155,0.18,0.808,0.013
48157,0.547,0.441,0.012
48159,0.161,0.831,0.009
48161,0.188,0.803,0.01
48163,0.46,0.534,0.006
48165,0.096,0.893,0.011
48167,0.379,0.606,0.015
48169,0.14,0.855,0.005
48171,0.2,0.79,0.01
48173,0.06,0.936,0.005
48175,0.219,0.775,0.006
48177,0.251,0.739,0.009
48179,0.106,0.879,0.015
48181,0.242,0.745,0.013
48183,0.309,0.678,0.014
48185,0.228,0.76,0.012
48187,0.371,0.613,0.016
48189,0.238,0.749,0.013
48191,0.143,0.852,0.004
48193,0.148,0.831,0.021
48195,0.081,0.904,0.015
48197,0.153,0.842,0.006
48199,0.125,0.864,0.011
48201,0.56,0.427,0.014
48203,0.265,0.724,0.011
48205,0.094,0.899,0.007
48207,0.16,0.831,0.009
48209,0.544,0.436,0.02
48211,0.12,0.864,0.016
48213,0.195,0.796,0.009
48215,0.581,0.41,0.01
48217,0.191,0.8,0.01
48219,0.183,0.808,0.009
48221,0.173,0.815,0.012
48223,0.191,0.798,0.011
48225,0.245,0.748,0.007
48227,0.201,0.787,0.012
48229,0.321,0.666,0.013
48231,0.231,0.756,0.013
48233,0.109,0.876,0.014
48235,0.135,0.854,0.011
48237,0.088,0.904,0.009
48239,0.164,0.824,0.012
48241,0.188,0.805,0.007
48243,0.384,0.601,0.015
48245,0.486,0.502,0.012
48247,0.589,0.409,0.003
48249,0.446,0.547,0.007
48251,0.229,0.759,0.013
48253,0.148,0.84,0.012
48255,0.233,0.758,0.009
48257,0.324,0.664,0.012
48259,0.228,0.76,0.013
48261,0.335,0.655,0.01
48263,0.102,0.89,0.009
48265,0.235,0.753,0.012
48267,0.124,0.867,0.009
48269,0.05,0.95,0
48271,0.278,0.714,0.008
48273,0.485,0.503,0.011
48275,0.182,0.81,0.008
48277,0.207,0.783,0.009
48279,0.19,0.8,0.01
48281,0.206,0.778,0.016
48283,0.437,0.555,0.008
48285,0.131,0.864,0.005
48287,0.216,0.774,0.01
48289,0.124,0.868,0.008
48291,0.197,0.794,0.008
48293,0.243,0.746,0.01
48295,0.097,0.89,0.013
48297,0.162,0.831,0.007
48299,0.238,0.753,0.009
48301,0.061,0.909,0.03
48303,0.331,0.654,0.016
48305,0.187,0.808,0.005
48307,0.143,0.845,0.012
48309,0.375,0.61,0.016
48311,0.103,0.891,0.006
48313,0.205,0.788,0.008
48315,0.275,0.714,0.011
48317,0.133,0.86,0.007
48319,0.21,0.782,0.008
48321,0.272,0.717,0.011
48323,0.543,0.449,0.009
48325,0.298,0.692,0.01
48327,0.192,0.801,0.008
48329,0.209,0.776,0.015
48331,0.235,0.756,0.009
48333,0.108,0.885,0.007
48335,0.154,0.841,0.005
48337,0.112,0.878,0.01
48339,0.274,0.713,0.014
48341,0.193,0.792,0.016
48343,0.3,0.692,0.008
48345,0.071,0.926,0.003
48347,0.336,0.649,0.014
48349,0.267,0.722,0.011
48351,0.193,0.801,0.006
48353,0.217,0.771,0.012
48355,0.478,0.508,0.014
48357,0.096,0.891,0.013
48359,0.08,0.909,0.011
48361,0.177,0.811,0.012
48363,0.174,0.815,0.01
48365,0.18,0.814,0.006
48367,0.171,0.815,0.014
48369,0.184,0.805,0.01
48371,0.296,0.689,0.015
48373,0.222,0.768,0.009
48375,0.297,0.685,0.017
48377,0.66,0.325,0.015
48379,0.139,0.852,0.009
48381,0.198,0.786,0.016
48383,0.153,0.838,0.009
48385,0.162,0.829,0.01
48387,0.214,0.778,0.007
48389,0.379,0.611,0.01
48391,0.329,0.657,0.014
48393,0.031,0.962,0.007
48395,0.292,0.698,0.01
48397,0.314,0.672,0.013
48399,0.125,0.864,0.011
48401,0.217,0.774,0.009
48403,0.121,0.873,0.006
48405,0.245,0.752,0.004
48407,0.185,0.804,0.011
48409,0.347,0.638,0.015
48411,0.11,0.887,0.003
48413,0.182,0.811,0.007
48415,0.14,0.849,0.012
48417,0.08,0.911,0.009
48419,0.205,0.791,0.004
48421,0.092,0.894,0.014
48423,0.296,0.69,0.014
48425,0.156,0.831,0.013
48427,0.521,0.471,0.009
48429,0.104,0.891,0.005
48431,0.08,0.914,0.006
48433,0.158,0.836,0.007
48435,0.207,0.785,0.008
48437,0.203,0.783,0.014
48439,0.493,0.491,0.016
48441,0.264,0.718,0.018
48443,0.26,0.729,0.011
48445,0.21,0.778,0.012
48447,0.092,0.902,0.007
48449,0.271,0.718,0.011
48451,0.27,0.716,0.014
48453,0.717,0.265,0.018
48455,0.191,0.804,0.005
48457,0.146,0.848,0.007
48459,0.152,0.837,0.011
48461,0.124,0.862,0.015
48463,0.394,0.597,0.009
48465,0.444,0.544,0.012
48467,0.133,0.859,0.008
48469,0.304,0.683,0.013
48471,0.334,0.651,0.015
48473,0.359,0.628,0.012
48475,0.189,0.803,0.009
48477,0.244,0.744,0.011
48479,0.611,0.379,0.01
48481,0.28,0.712,0.009
48483,0.072,0.924,0.004
48485,0.285,0.698,0.017
48487,0.211,0.779,0.01
48489,0.555,0.437,0.007
48491,0.497,0.483,0.02
48493,0.254,0.738,0.008
48495,0.168,0.825,0.007
48497,0.153,0.836,0.011
48499,0.154,0.837,0.009
48501,0.159,0.827,0.014
48503,0.126,0.863,0.011
48505,0.471,0.525,0.004
48507,0.654,0.34,0.006
49001,0.116,0.869,0.015
49003,0.166,0.797,0.037
49005,0.289,0.661,0.05
49007,0.261,0.709,0.029
49009,0.178,0.802,0.02
49011,0.339,0.613,0.049
49013,0.098,0.882,0.02
49015,0.118,0.865,0.017
49017,0.188,0.79,0.022
49019,0.544,0.431,0.025
49021,0.197,0.763,0.04
49023,0.11,0.867,0.023
